"","parm_cd","description","characteristicname","measureunitcode","resultsamplefraction","resulttemperaturebasis","resultstatisticalbasis","resulttimebasis","resultweightbasis","resultparticlesizebasis","last_rev_dt"
"3779","62293","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3780","62294","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3781","62295","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3782","62296","1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3783","62297","2,3,7,8-Tetrachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","2,3,7,8-Tetrachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3784","62298","1,2,3,7,8-Pentachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,7,8-Pentachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3785","62299","2,3,4,7,8-Pentachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","2,3,4,7,8-Pentachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3786","62300","1,2,3,4,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,7,8-Hexachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3787","62301","1,2,3,6,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,6,7,8-Hexachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3788","62302","1,2,3,7,8,9-Hexachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,7,8,9-Hexachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3789","62303","2,3,4,6,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","2,3,4,6,7,8-Hexachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3790","62304","1,2,3,4,6,7,8-Heptachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,6,7,8-Heptachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3791","62305","1,2,3,4,7,8,9-Heptachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,7,8,9-Heptachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3792","62306","1,2,3,4,6,7,8,9-Octachlorodibenzofuran, soil, recoverable, dry weight, micrograms per kilogram","1,2,3,4,6,7,8,9-Octachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3793","62307","Tetrachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Tetrachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3794","62308","Pentachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Pentachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3795","62309","Hexachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Hexachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3796","62310","Heptachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Heptachlorodibenzo-p-dioxin","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3797","62311","Tetrachlorodibenzofurans (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Tetrachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3798","62312","Pentachlorodibenzofurans (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Pentachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3799","62313","Hexachlorodibenzofurans (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Hexachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3800","62314","Heptachlorodibenzofurans (all isomers), soil, recoverable, dry weight, micrograms per kilogram","Heptachlorodibenzofuran","ug/kg","Recoverable","","","","Dry","","2010-09-24"
"3801","62315","2,3,7,8-Tetrachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","2,3,7,8-Tetrachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3802","62316","1,2,3,7,8-Pentachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,7,8-Pentachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3803","62317","1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3804","62318","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3805","62319","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3806","62320","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3807","62321","1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3808","62322","2,3,7,8-Tetrachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","2,3,7,8-Tetrachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3809","62323","1,2,3,7,8-Pentachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,7,8-Pentachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3810","62324","2,3,4,7,8-Pentachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","2,3,4,7,8-Pentachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3811","62325","1,2,3,4,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,7,8-Hexachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3812","62326","1,2,3,6,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,6,7,8-Hexachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3813","62327","1,2,3,7,8,9-Hexachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,7,8,9-Hexachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3814","62328","2,3,4,6,7,8-Hexachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","2,3,4,6,7,8-Hexachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3815","62329","1,2,3,4,6,7,8-Heptachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,6,7,8-Heptachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3816","62330","1,2,3,4,7,8,9-Heptachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,7,8,9-Heptachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3817","62331","1,2,3,4,6,7,8,9-Octachlorodibenzofuran, soil, recoverable, dry weight, nanograms per kilogram","1,2,3,4,6,7,8,9-Octachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3818","62332","Tetrachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Tetrachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3819","62333","Pentachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Pentachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3820","62334","Hexachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Hexachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3821","62335","Heptachlorodibenzo-p-dioxins (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Heptachlorodibenzo-p-dioxin","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3822","62336","Tetrachlorodibenzofurans (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Tetrachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3823","62337","Pentachlorodibenzofurans (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Pentachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3824","62338","Hexachlorodibenzofurans (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Hexachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3825","62339","Heptachlorodibenzofurans (all isomers), soil, recoverable, dry weight, nanograms per kilogram","Heptachlorodibenzofuran","ng/kg","Recoverable","","","","Dry","","2010-09-24"
"3826","62344","Standard fish length, average of composite, biota, millimeters","Fish standard length","mm","","","Mean","","","","2008-02-21"
"3827","62345","Standard fish length, total of composite, biota, millimeters","Fish standard length","mm","Total","","","","","","2008-02-21"
"3828","62359","Pheophytin a, periphyton, milligrams per square meter","Pheophytin a","mg/m2","","","","","","","2008-03-25"
"3829","62360","Pheophytin a, phytoplankton, micrograms per liter","Pheophytin a","ug/l","","","","","","","2008-03-25"
"3830","62361","Chlorophyll, total, water, fluorometric, 650-700 nanometers, in situ sensor, micrograms per liter","Chlorophyll","ug/l","Total","","","","","","2009-06-23"
"3831","62370","PCB congener 3, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","4-Chlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3832","62371","PCB congeners 4 plus 10, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-4/10","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3833","62372","PCB congener 6, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3'-Dichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3834","62373","PCB congeners 7 plus 9, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-7/9","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3835","62374","PCB congeners 8 plus 5, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-5/8","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3836","62375","PCB congeners 15 plus 17, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-15/17","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3837","62376","PCB congener 18, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',5-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3838","62377","PCB congener 19, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',6-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3839","62378","PCB congeners 24 plus 27, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-24/27","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3840","62379","PCB congeners 16 plus 32, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-16/32","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3841","62380","PCB congener 22, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3,4'-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3842","62381","PCB congener 25, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3',4-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3843","62382","PCB congener 26, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3',5-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3844","62383","PCB congeners 28 plus 31, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-28/31","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3845","62384","PCB congener 33, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3',4'-Trichlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3846","62385","PCB congener 40, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,3'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3847","62386","PCB congeners 41 plus 64 plus 71, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-41/64/71","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3848","62387","PCB congeners 37 plus 42, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-37/42","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3849","62388","PCB congener 44, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,5'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3850","62389","PCB congener 45, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,6-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3851","62390","PCB congener 46, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,6'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3852","62391","PCB congeners 47 plus 48, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-47/48","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3853","62392","PCB congener 49, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',4,5'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3854","62393","PCB congener 51, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',4,6'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3855","62394","PCB congener 52, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',5,5'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3856","62395","PCB congener 53, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',5,6'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3857","62396","PCB congeners 56 plus 60, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-56/60","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3858","62397","PCB congener 63, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3,4',5-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3859","62398","PCB congener 66, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,3',4,4'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3860","62399","PCB congeners 70 plus 76, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-70/76","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3861","62400","PCB congener 74, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,4,4',5-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3862","62401","PCB congener 77, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","3,3',4,4'-Tetrachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3863","62402","PCB congeners 77 plus 110, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","PCB-77/110","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3864","62403","PCB congener 82, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,3',4-Pentachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3865","62404","PCB congener 83, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,3',5-Pentachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
"3866","62405","PCB congener 85, bed sediment smaller than 2 mm, recoverable, dry weight, micrograms per kilogram","2,2',3,4,4'-Pentachlorobiphenyl","ug/kg","Bed Sediment","","","","Dry","< 2 mm","2010-09-24"
